b9fbec96e6,mobile,Support LIST_UNPACK and TUPLE_SLICE in lite interpreter. (#35241)
1b119861a8,jit,"[TensorExpr] Cleanup includes in loopnest.h, use forward declarations when possible. (#35129)"
ccf8dd6209,distributed,Print exitcode on failures in test_distributed.py (#35233)
97ecfb4929,skip,Updating submodules
bd0ef784e0,docs_frontend,FAQ: Add note about recovering from OOM (#35214)
fddcd72a31,quantization,Add the more fusion (conv3d and batchnorm)support in pytorch quantization flow (#33540)
340ccf56fb,rpc,"[PyTorch-RPC] In process_group_agent, avoid read-after-free (#35252)"
ac4a0224f3,quantization,[quant][graphmode] Replicate quantize node for prim::If (#34804)
8346959f38,caffe2,[caffe2] merge internal (RowWise)SparseAdagrad into open source version (#35090)
9e7821ee82,improvements_frontend,[autograd] allow PyNode to persist error message (#34845)
c46c28a7cb,skip,Fix `JitTest.ADFormulas` intermittent failures (#35196)
9c8f09d1a4,quantization,[quant][graphmode] quantization support for prim::ListUnpack (#34807)
4a96911629,quantization,[quant][graphmode] quantization support for aten::chunk (#34806)
537fdd77d5,quantization,"[quant][graphmode] quantization support for view, transpose, contiguos (#34854)"
cd75d4e274,quantization,[quant][graphmode] Add prim::ListConstruct to general op handling (#34345)
7c1ea736ba,new_features_frontend,Extends true_divide to be a method (#34794)
8b8af0d458,skip,Revert D20539336: [JIT] add IR complexity tests
17068ba467,InLastRelease,[JIT] BC shim for TorchBind classes (#35240)
618c6214aa,jit,[reapply][JIT] Namespaces for TorchBind (#35254)
d7a7bcb042,skip,Load torch_global_deps for Windows (#35177)
6f6436ff5d,bug_fixes_frontend,Fix input overwriting in irfft (#35219)
73a36a47a5,complex_frontend,Gradcheck for complex (#35238)
50eb1a389f,performance_frontend,Add cpu_serial_kernel_vec (#34553)
0f0271e255,new_features_frontend,"[RELAND2] Eager autocasting, out-of-place ops only (with MSVC 2017 fix) (#35102)"
925cdd57dc,skip,Replace all uses of AT_INDEX_ERROR with TORCH_CHECK_INDEX (#35050)
36e3c005f0,InLastRelease,Add python excepiton handling catch block to resolve deadlock (#35283)
a045343402,skip,[Autograd Testing] Add a test where child reentrant task fails. (#35223)
55019d357e,quantization,[quant][graphmode] Add observers for dynamic quant (#35121)
1d52530855,performance_frontend,simpler 'cpu_scatter_gather_base_kernel' (#34690)
0f0a5b11b8,build_frontend,Disable C4251 when compiling cpp_extensions on Windows (#35272)
3f896ef743,skip,Trying pinning pyyaml and setuptools on macos to older version (#35296)
fb70893e78,skip,remove cadd_avx2 dead code (#34883)
abcd4eb993,performance_frontend,Optimize min and max(reduce_dim) performance on CPU (#34875)
edad9c102d,mobile,Update XNNPACK to Git revision 1b354636b5942826547055252f3b359b54acff95. (#35081)
39a101d06e,skip,Make GPU loops support mutable lambda (#35015)
84dc8c410a,skip,Add's workaround for ScalarType::Byte for cuda (#35027)
44622bbda9,jit,[jit] Add lazy script decorator (#34935)
b7e4dd15cc,jit,[jit] Remove stray `@script` (#34938)
6b5740c5f6,skip,[quant][graphmode] Add quantization support for aten::cat (#34346)
2dc2933358,InLastRelease,Move NewModuleTest and NewCriterionTest from test_nn.py to common_nn.py (#35189)
fce67800f4,skip,[TensorExpr] Extend arithmetic simplifier to work with multi variable expressions (#35127)
2623448746,cpp,Match case of package name to suppress warning (#35201)
4a84ac5f5d,jit,[jit] make Future type annotation available in Python (#27637)
b6306e1517,skip,Revert D20624698: [pytorch][PR] Make GPU loops support mutable lambda
f3e9fa6122,new_features_frontend,add hardswish FP operator (#34747)
f1efe51028,quantization,add quantized version of hardswish operator (#34820)
ee7cd84fac,skip,Revert D20589145: [quant][graphmode] Add quantization support for aten::cat
a7f8655314,skip,Revert D20624571: [pytorch][PR] [TensorExpr] Extend arithmetic simplifier to work with multi variable expressions
574be9f816,skip,Skip OpenMP thread when OMP_NUM_THREADS is set to 1 (#35324)
b8f509fd9b,skip,Revert D20630949: Skip OpenMP thread when OMP_NUM_THREADS is set to 1
74c02619de,quantization,quantized Conv1d (#35093)
6c39e362fd,quantization,Minor fix to quantized conv docstring (#35134)
93065ff767,caffe2,[1] add missing header for C10_EXPORT_CAFFE2_OP_TO_C10 (#35245)
01a7d6adcb,caffe2,[caffe2] Fix typo in dataset_ops (#35356)
5b2f8cef08,jit,[JIT] Functional Graph Pass (#33020)
aab4beb87f,jit,[JIT] Pass To Safely Remove Aten Inplace Ops (#33186)
f090031e69,jit,[JIT] remove list appends (#33199)
d6377b7cef,InLastRelease,Fix thread_local initializtion in C10 WarningHandler. (#34822)
d6149a7250,caffe2,move some ops to contrib (#35282)
c2804e8229,InLastRelease,Fix Caffe2 mobile compilation (#35288)
3789db40f2,caffe2,[aibench] added support for measuring memory on AI Bench for Caffe2 Models (#35036)
361eed6a6e,mobile,Use JIT op registration directly for lite interpreter. (#34070)
c73e97033a,complex_frontend,Added type promotion logic for complex numbers (#34093)
53fceff1e1,caffe2,Change weight scale test to cpu only (#35346)
3645d9b832,th_aten_frontend,Port `diag` cpu from TH to ATen (#35100)
f9889aa390,skip,[reland] Skip OpenMP thread when OMP_NUM_THREADS is set to 1 (#35353)
032c27cff7,quantization,[quant][graph] Add _choose_qparams function for graph mode (#35235)
7e327e1210,onnx,Enable Constant Folding for ONNX Opset 12 (#34823)
7cb301e48d,rpc,[rpc][easy] remove code duplication on ProcessGroupAgent::enqueueSend (#35311)
5959bd6c29,InLastRelease,Making sure all tensors in `torch.cat` sequence have the same dtype. (#35150)
450738662b,jit,[TensorExpr] Replace `ExprHandle` with `const Expr*` in `Substitute`. (#35173)
ceb4ed3733,jit,[TensorExpr] Methods name cleanup in LoopNest class. (#35174)
db0f715af6,jit,[TensorExpr] Factor out LoopNest::insertAllocFree. (#35175)
51818cc4ea,jit,[TensorExpr] Cleanup implementation of alloc/free insertion. (#35176)
15e5453977,quantization,[reland][quant][graphmode] Add quantization support for aten::cat (#34346) (#35337)
d863fe356d,caffe2,Ignore rest of outputs of LayerNorm when lowering to Glow (#35338)
34b005954e,caffe2,Support merge_fp32_inputs_into_fp16 for predefined partitions (#35361)
de3044b210,InLastRelease,Load all DLLs in the lib directory for Windows (#35362)
40b244ceb4,InLastRelease,Fix handling of non-finite values in topk (#35253)
aadd0fda8b,distributed,Document reduce_scatter collective operation (#35274)
c9117f27c4,rpc,Fix final callbacks for reentrant backwards (#35066)
512bcf68be,skip,[Formatting] `if (` -> `if(` in CMakeLists.txt (#35343)
17abb7c31a,InLastRelease,Add docs to resize_ and resize_as_ (#35392)
a4ea16dbc6,jit,Put prim ops used in full jit only in a separate file (#35232)
00aa23446b,jit,[JIT] [Reland] add complexity tests (#35330)
d7c255d2fc,skip,[jit] add module interface tests to test_jit (#35417)
6bcf0b407b,jit,[TensorExpr] Disable fuser-te cuda tests when run on ROCm. (#35388)
7580470cc5,InLastRelease,Update view op list. (#35399)
7e24ab8c4a,quantization,[quant][graph] Add a new observer type for dynamic quantization (#35265)
64a6faa2c8,quantization,[quant][graph] Update dynamic quant tests to use new qconfig (#35325)
ccc0e35275,quantization,[quant][graphmode] quantization support for prim::CallFunction (#34855)
f3a5081bd4,skip,Enable NNC tests vol. i. add test_tensorexpr.py tests [WIP] (#34897)
e08614ffd5,skip,[Autograd Testing] Test failure in parent graph before child reentrant task (#35268)
efbd6b8533,InLastRelease,[C++ API Parity] [Optimizers] Merged Optimizer and LossClosureOptimizer (#34957)
0a3864f81e,rpc,Throw an actionable error message on user call rref<ScriptModule>.to_here() in torchscript (#35369)
d7de6ad23f,skip,Revert D20640487: [quant][graph] Update dynamic quant tests to use new qconfig
b4b8b3c0ca,skip,Revert D20630988: [quant][graph] Add a new observer type for dynamic quantization
315929f43e,mobile,Refactor code to move const prop to convolution 2d replacer. (#35226)
dc2c4d02f9,mobile,Add a wrapper to wrap all optimization for mobile. (#35227)
2dd867f30f,skip,Move normal() to DistributionTemplates (#35167)
aa01a95c6d,skip,Revert D20630760: [pytorch][PR] Enable NNC tests vol. i. add test_tensorexpr.py tests [WIP]
7fbb562369,skip,"Back out ""[reland] Skip OpenMP thread when OMP_NUM_THREADS is set to 1"""
0ccceb2290,rpc,[dist autograd] profile the amount of time spent executing (#35261)
fa4603ef36,improvements_frontend,Also sync submodule in the Dockerfile (#35423)
a7c232f74c,th_aten_frontend,Port `mm` cuda from TH to ATen (#34891)
be0cdf5d15,jit,[jit] Implement `torch::jit::deregisterOperator` (#35107)
d807292c4a,amd,[ROCm] Hotfix disable tests (#35396)
de3b2f98db,caffe2,[Shape Inference] Add ssaRewrite pybind func (#35410)
843fd740fb,skip,Revert D20645945: [pytorch][PR] [C++ API Parity] [Optimizers] Merged Optimizer and LossClosureOptimizer
e0c227d376,skip,Revert D20655246: [jit] add module interface tests to test_jit
4a4e385e13,build_frontend,"Revert ""Load torch_global_deps for Windows (#35177)"" (#35355)"
299bd6d701,build_frontend,Update randomtemp on Windows (#35375)
79054495d3,bug_fixes_frontend,(Fixes #33934) Fix AttributeError for nn.Module's properties (#34324)
f7f7c4edd9,amd,[ROCm] Update CI dockers to ROCm release 3.1.1 (#33930)
17a01c7c7b,improvements_frontend,feature: deterministic random_split (#34043)
ada40777c4,complex_frontend,Rand function for complex dtype (#34924)
3622e1c90f,amd,Revert D20589048: [pytorch][PR] [ROCm] Update CI dockers to ROCm release 3.1.1
cd9a357f32,rpc,Fix non-deterministic RNG behavior in dist_optimizer tests (#35425)
3b2b6ae1a8,skip,[JIT] Optimize before inlining (#35424)
1422d2cd8b,skip,[tools] Replace clang_format.py with clang_format_new.py (#35114)
6384c2d81b,jit,[JIT] clang-format JIT code (#35115)
61623430d3,skip,[workflows] Add clang-format workflow (#35239)
bf24753570,skip,Add __torch_function__ benchmarks. (#34645)
8d720b7034,complex_frontend,fix complex conversions on cuda (#35344)
1ff85fc08b,skip,Prefer python3 in clang_format (#35490)
e00575044e,skip,Revert D20657271: [pytorch][PR] [JIT] Optimize before inlining
4d39aeec27,skip,Revert D20653072: [pytorch][PR] Add __torch_function__ benchmarks.
a3e10d2a17,jit,Expose enablement of TensorExpr fuser as env variable (#35341)
ea0cab7f46,dispatcher,Guard listener removal add by `at::Dispatcher::addListener()` with mutex (#35486)
c8bd5ac7e9,skip,[workflows] Don't pipe clang_format.py output to a file (#35496)
c1f5a54397,performance_frontend,Optimize index_select for 1D inputs (#35243)
b704f30189,caffe2,[3] register caffe2 mask rcnn ops in lite interpreter (#35246)
6b1ffcbf59,caffe2,[model loading] Skip ssaRewrite for predict_net if it has been ssaRewritten (#35428)
b0459fec72,skip,[clang-format] Replace asyncio.run with approximation supported in python 3.6 (#35501)
9b8c9d6c72,skip,[autograd] add tests for simple reentrant and stackoverflow escape (#35259)
618104185b,bc_breaking_frontend,[autograd] enable graph level thread parallelism on CPU (#33157)
91e4685514,build_frontend,[modules][caffe2/aten] Fix `#include` inside of namespace error (#35302)
086dba3804,caffe2,[caffe2] move fused SparseAdagrad to open source (#35164)
daba68c601,quantization,[quant][graph] Add a new observer type for dynamic quantization (#35455)
8074779328,quantization,[quant][graph] Update dynamic quant tests to use new qconfig (#35451)
2f6f1781af,improvements_frontend,Add warning to a known autograd issue on XLA backend. (#35449)
2e739f822b,skip,Fix PyTorch separate compilation (#34863)
d4f3bc7f8e,caffe2,"[dt] [caffe2] add/fix shape inference for StumpFunc, SliceGradient and ResizeLike (#35430)"
9b4bbaab53,rpc,Add RRef.local_value() for TorchScript (#35433)
9970be2fd2,skip,Update git-pre-commit (#35511)
5d9694250c,skip,Updating submodules
8f18cdf2b8,skip,[Autograd Testing] Few refactors to test_autograd.py (#35443)
e68afe3ab9,jit,[JIT] remove prim::shape op (#34286)
5371fdb1a0,cpp,[C++ API Parity] [Optimizers] Merged Optimizer and LossClosureOptimizer (#34957)
f5383a213f,build_frontend,Fix openmp detection with clang-cl (#35365)
00a261fddd,mobile,[pytorch] add fallthrough variable kernel for C10_MOBILE (#35491)
77bbbf042d,jit,[JIT]Support converting str to float. (#35352)
98362d11ff,rpc,[rpc] create error string in listenLoop outside of lock (#35393)
8240db11e1,build_frontend,[pytorch] Remove python2 support from tests and torch.jit (#35042)
bd604cb5b7,performance_frontend,Upgrade MKL-DNN to DNNL v1.2 (#32422)
8c90ae11b3,jit,[JIT] fix glow subgraph inputs ordering (#35508)
da4e68faed,mobile,Make operator names consistent between export_opnames and the lite interpreter (#34674)
d2d40c45b6,skip,Report results from cpp unittests on Windows and Linux (#35500)
ac639d927a,rpc,"Reland ""[RPC] Use qualified name str directly in RPC torch script code path"" (#35489)"
025a0abe5a,skip,ONNX Update training ops and training amenable export API (#32950)
e5cd17cc9e,quantization,[4] register quantized ops for lite interpreter (#35247)
45e1be9762,skip,Revert D19710370: [pytorch][PR] ONNX Update training ops and training amenable export API
181da12126,skip,Revert D20687652: [pytorch][PR] Report results from cpp unittests on Windows and Linux
2d023fe6a7,caffe2,[7] add missing roi_align_rotated op to lite interpreter (#35244)
58f5a89c9a,caffe2,Refactor RoIAlignOp on CPU (#34698)
25fe7f33ce,skip,Add cmakelint to CI (#35525)
16394a9d3f,caffe2,[caffe2] early return for empty indices in SLS (#35498)
77ad3c5aeb,skip,Revert D20683972: [pytorch][PR] Fix PyTorch separate compilation
3c02de0011,complex_frontend,copy_ fixed on cuda so removing the workaround in test_many_promotions (#35528)
5a02930d3a,performance_frontend,Vectorize (CPU) generic types for binary bitwise operators (#34338)
b33e38ec47,performance_frontend,Allow a higher-precision step type for Vec256::arange (#34555)
0c16cedafe,skip,Fix some incorrect annotations found by clang-cl (#35364)
3cc43bcbb5,skip,Skip slow quanitized tests under ASAN (#35533)
2c300df2ac,quantization,[fix] at::print for quantized Tensor (#35545)
3af46c90bd,caffe2,[caffe2] Header path in byte_order.h (#35519)
930d218fbf,memory_format_frontend,Increase Channels Last test coverage (#35504)
9e22d15f14,jit,Enable tensorexpr cpp tests in CI. try #2 (#35454)
ff71a4192d,skip,Bump base version to 1.6.0a0 (#35495)
835ee34e38,amd,[ROCm] Update to ROCm 3.1.1 (#35552)
05e973d673,rpc,Add WorkerInfo through TorchBind to make it an available type in TorchScript (#35447)
ef511d884b,memory_format_frontend,Calls to _empty_affine_quantized pass MemoryFormat by TensorOptions (#34248)
4529d03971,skip,Move test_libtorch from win-test2 to win-test1 group (#35540)
02d6e6e55f,docs_frontend,histc: Add a note on elements outside of given bounds (#34889)
e1773f2ac0,InLastRelease,".circleci: Change default CUDA for pip, cu101 -> cu102 (#35309)"
04a3345335,quantization,[quant] Make conv2d_prepack and linear_prepack pure (#35073)
45c9ed825a,skip,Formatting cmake (to lowercase without space for if/elseif/else/endif) (#35521)
f101949390,skip,Remove python2 support from setup.py (#35539)
96eec95ece,complex_frontend,torch.from_numpy for complex dtypes (#35531)
b9adbb5002,skip,Fix/relax CMake linter rules (#35574)
cfcb63de34,jit,custom class method holder should hold a unique_ptr (#35218)
f27403d761,jit,[jit] Fix named tuple resolution (#35409)
76a8d30693,quantization,[quant][graphmode] Fold quantized prepacking ops (#35077)
6d13ef719e,improvements_frontend,Update warning message for autograd issue + XLA backend (#35543)
238903b7be,jit,[jit] Delete polyfill typing (#27510)
a9b540d109,skip,Revert D20670031: [pytorch][PR] Fix some incorrect annotations found by clang-cl
43928effee,jit,[jit] Remove _assert_int_or_pair op (#34509)
75e4c53b35,rpc,[rpc] Add a debug only check to debug python cleanup races (#35395)
ad1091f753,onnx,Fixes default dtype value for onnx hardtanh export (opset11) (#35467)
2ef5b947a8,skip,Disable unit test failing on Windows (#35549)
26b2725167,quantization,[quant][graphmode][refactor] swapDeQuant takes block as arugment (#35135)
c672a7340b,quantization,[quant][graphmode][refactor] getGeneralOpTensorInputIndexes -> getGeneralOpTensorInputs (#35141)
1cc4e5c338,quantization,[quant][graphmode] SwapDeQuant support prim::If (#35142)
21c94606b8,improvements_frontend,"Cleans up type conversions, adds CPU test comparing with NumPy (#35374)"
df27b32014,quantization,[quant][graphmode] Make interpolate/upsample work again (#35130)
f1d69cb2f8,quantization,[quant][graphmode] Quantization support for permute and repeat_interleave (#35332)
683246e5ea,improvements_frontend,"Improves precision of linspace, logspace (#35461)"
5b3492df18,jit,[TensorExpr] Extend arithmetic simplifier to work with multi variable expressions (Attempt 2) (#35415)
5557ceb84e,skip,Remove `pytorch_linux_xenial_py3_5` build and test jobs (#35587)
e90c32f11f,quantization,[quant][graphmode][refactor] Support filter function in quant fusion patterns (#35333)
28ab8c6ff8,skip,New operator registration API (#35061)
cd00bbc23f,skip,clang-format. (#35605)
76d5102587,jit,add a cuda/fuser job for legacy graph executor (#35419)
444332710c,quantization,[quant][graphmode] Quantization support for `quantized::add_scalar` (#35334)
486277a309,misc,Replace four make_offset_calculator functions with one (#35551)
227beb9095,skip,Revert D20680520: New operator registration API
efec027653,quantization,[quant][graphmode] `prepare_script` takes original qconfig_dict (#35335)
67c3822944,quantization,[quant][graphmode] Make `aten::relu` a general op (#35420)
860790de88,complex_frontend,"Makes torch.real and torch.imag NumPy compatible, but disables them for complex tensors (#35560)"
64058796e0,skip,clang-format (#35635)
6fc2403951,quantization,[quant][graphmode] qconfig_dict support None (#35336)
dbd2b8bb41,caffe2,[SigridHashOp] Fix converter (#34836)
915a45298c,skip,[aten] remove warning on change of sign (#34016)
77b4e2d2fc,quantization,[quant][graphmode][fix] Add filter for `quantized::add` (#35345)
e397f87c4b,skip,[aten] remove variable set but never used warning (#34015)
86be6443d8,quantization,[quant][graphmode] Quantization support for `aten::conv3d` (#35347)
9e3605de98,dispatcher,[RELAND] New operator registration API (#35061) (#35629)
2c19b53d4f,mobile,[iOS] Enable selective build for testing FBNet in PyTorchPlayground (#35647)
1f759936f0,caffe2,Propagate model id used by Predictor to Caffe2 logging
728c7dcea3,onnx,ONNX Update training ops and training amenable export API (#35567)
340048b67c,quantization,[quant][graphmode] Remove unused patterns (#35385)
e3daf70184,build_frontend,Fix AVX detection with clang-cl (#35653)
0eb26fb01e,amd,[ROCm] Properly blacklist (#35230)
bf2b411730,skip,Save results of cpp unittest to `test/test-reports` folder (#35686)
3bdc4a37ed,skip,CMake script cleanup - mixed case for function names (#35589)
e7a37823b0,skip,[WIP] [reland][pytorch][PR] Fix some incorrect annotation… (#35588)
3f3b96b1f8,skip,Revert D20735881: [pytorch][PR] [WIP] [reland][pytorch][PR] Fix some incorrect annotation…
bb32e123e6,skip,Report results of python unit tests during window test runs (#35687)
f3151052ce,bug_fixes_frontend,[autograd] fix engine flakiness (#35599)
e7371957cf,skip,Report results from CPP unittests on Windows and Linux (Reland) (#35590)
b1f08e7426,performance_frontend,Call uncheckedSetDevice in ~InlineDeviceGuard only when device index are different (#35438)
39d0500434,build_frontend,Fix PyTorch separate compilation (Reland) (#35581)
35dbc6ebda,skip,[BC] Fix the BC CI (#35692)
